		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 24.398438	M = 12500	N = 8	m = 9	n = 100000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
010100111   18   16   26   24   26   23   16   26  8.126650 0.421197 SUCCESS  61
010101011   24   30   28   30   30   24   17   28  7.419656 0.492104 SUCCESS  62
010101111   26   22   26   22   25   27   23   22  1.333413 0.995141 SUCCESS  63
010110011   17   24   16   37   25   24   31   35 18.671988 0.016716 SUCCESS  64
010110111   23   25   25   28   34   26   22   28  5.470787 0.706274 SUCCESS  65
010111011   30   26   19   16   15   20   27   28 11.059221 0.198366 SUCCESS  66
010111111   25   26   25   28   24   20   37   28  8.792602 0.360093 SUCCESS  67
011000111   17   21   22   20   35   28   13   23 14.770279 0.063769 SUCCESS  68
011001111   30   31   19   19   24   22   32   21  8.832983 0.356581 SUCCESS  69
011010111   20   34   23   28   30   24   21   32  9.631330 0.291861 SUCCESS  70
011011111   26   31   20   23   23   29   22   23  4.164039 0.842028 SUCCESS  71
011101111   19   24   21   14   23   22   24   27  6.931777 0.544011 SUCCESS  72
011111111   19   32   21   21   25   25   32   19  8.374893 0.397732 SUCCESS  73
100000000   21   22   23   27   20   27   25   17  4.543354 0.805080 SUCCESS  74
100010000   23   24   23   19   30   25   24   29  3.655639 0.886781 SUCCESS  75
100100000   23   21   33   25   27   24   28   21  5.054402 0.751746 SUCCESS  76
100101000   25   20   16   23   28   16   25   30  8.788630 0.360440 SUCCESS  77
100110000   28   25   22   26   15   22   26   23  5.094783 0.747399 SUCCESS  78
100111000   22   29   33   34   30   34   22   30 14.989395 0.059352 SUCCESS  79
101000000   16   25   19   18   17   17   24   22 10.861289 0.209683 SUCCESS  80
101000100   22   23   29   21   22   22   19   16  6.423376 0.599919 SUCCESS  81
101001000   23   23   31   14   24   20   35   24 12.187896 0.143015 SUCCESS  82
101001100   25   25   22   21   16   21   35   26  9.111676 0.332963 SUCCESS  83
101010000   22   19   14   24   26   23   25   25  6.288332 0.614969 SUCCESS  84
101010100   26   20   29   27   23   23   22   29  3.418650 0.905411 SUCCESS  85
101011000   26   27   17   23   30   21   18   28  6.900002 0.547459 SUCCESS  86
101011100   29   22   26   17   24   31   18   29  8.053170 0.428294 SUCCESS  87
101100000   27   25   20   23   14   22   22   27  6.559744 0.584789 SUCCESS  88
101100100   27   22   30   31   21   22   26   22  4.791596 0.779601 SUCCESS  89
101101000   20   28   21   22   24   26   21   23  2.789769 0.946850 SUCCESS  90
101101100   22   36   20   26   24   37   28   29 15.055593 0.058073 SUCCESS  91
101110000   27   24   31   23   27   20   28   30  5.207981 0.735133 SUCCESS  92
101110100   23   23   27   28   13   19   30   16 12.058810 0.148599 SUCCESS  93
101111000   23   26   23   21   29   24   26   18  3.510665 0.898360 SUCCESS  94
101111100   25   34   23   28   22   26   20   17  8.044565 0.429129 SUCCESS  95
110000000   25   19   24   27   21   25   21   16  5.525732 0.700188 SUCCESS  96
110000010   20   29   25   28   19   18   26   19  6.594167 0.580983 SUCCESS  97
110000100   24   26   32   20   31   28   30   32  9.556527 0.297541 SUCCESS  98
110001000   26   30   26   18   26   28   32   30  7.716885 0.461603 SUCCESS  99
110001010   29   27   22   21   24   29   21   28  3.859528 0.869570 SUCCESS 100
110010000   18   19   26   26   29   23   23   21  4.738638 0.785111 SUCCESS 101
110010010   30   26   20   25   23   30   23   22  4.011784 0.856059 SUCCESS 102
110010100   22   15   19   25   27   20   27   33  9.763726 0.282002 SUCCESS 103
110011000   22   23   15   26   13   27   26   24 10.084124 0.259171 SUCCESS 104
110011010   21   21   24   32   22   29   23   24  4.663834 0.792827 SUCCESS 105
110100000   18   23   18   19   25   19   25   19  7.286598 0.506050 SUCCESS 106
110100010   28   23   27   27   26   25   19   17  4.883611 0.769940 SUCCESS 107
110100100   31   23   28   19   25   23   33   21  7.435543 0.490450 SUCCESS 108
110101000   24   16   17   20   27   27   20   19  8.761489 0.362814 SUCCESS 109
110101010   25   30   25   31   25   21   24   27  4.004502 0.856717 SUCCESS 110
110101100   26   26   22   25   27   13   22   30  7.840675 0.449186 SUCCESS 111
110110000   28   28   19   23   25   28   28   22  3.774795 0.876849 SUCCESS 112
110110010   25   32   20   25   20   20   27   29  6.121513 0.633623 SUCCESS 113
110110100   27   28   24   23   23   29   22   23  2.232382 0.973046 SUCCESS 114
110111000   31   29   34   31   19   23   32   29 13.158359 0.106516 SUCCESS 115
110111010   19   27   22   30   19   23   25   20  5.247038 0.730876 SUCCESS 116
110111100   23   26   34   28   26   33   24   18  9.631330 0.291861 SUCCESS 117
111000000   18   21   30   24   28   25   23   27  4.494367 0.809996 SUCCESS 118
111000010   24   25   27   19   29   25   30   34  7.691067 0.464214 SUCCESS 119
111000100   24   18   26   20   22   31   28   29  6.206247 0.624141 SUCCESS 120
111000110   26   27   26   33   22   24   27   32  6.623956 0.577694 SUCCESS 121
111001000   27   21   24   26   28   25   21   21  2.434948 0.964695 SUCCESS 122
111001010   20   20   22   21   17   29   26   26  5.805749 0.668980 SUCCESS 123
111001100   20   29   22   24   21   24   18   19  5.432392 0.710518 SUCCESS 124
111010000   27   16   20   20   25   14   26   17 11.938330 0.153977 SUCCESS 125
111010010   31   23   29   21   23   20   28   21  5.256968 0.729791 SUCCESS 126
111010100   15   25   23   16   24   27   20   24  7.948578 0.438509 SUCCESS 127
111010110   22   28   22   26   30   24   22   24  2.732177 0.950025 SUCCESS 128
111011000   25   29   20   15   26   25   31   27  7.731448 0.460133 SUCCESS 129
111011010   28   20   27   17   28   21   16   27  8.288835 0.405777 SUCCESS 130
111011100   24   36   34   31   25   22   25   34 15.641445 0.047809 SUCCESS 131
111100000   16   23   33   25   21   23   25   17  9.127564 0.331649 SUCCESS 132
111100010   24   20   24   19   24   21   26   17  4.991514 0.758483 SUCCESS 133
111100100   29   23   27   29   28   33   20   15 10.409819 0.237431 SUCCESS 134
111100110   20   30   23   34   18   31   24   23  9.808079 0.278756 SUCCESS 135
111101000   32   19   27   26   24   20   25   27  5.206657 0.735277 SUCCESS 136
111101010   26   28   24   20   32   19   29   28  6.614026 0.578789 SUCCESS 137
111101100   27   36   23   18   24   24   31   30 10.995671 0.201945 SUCCESS 138
111101110   24   36   30   25   23   24   21   32 10.080815 0.259400 SUCCESS 139
111110000   17   23   28   22   24   20   23   21  4.593664 0.799991 SUCCESS 140
111110010   29   26   16   30   26   32   21   23  8.452344 0.390575 SUCCESS 141
111110100   30   22   22   29   30   23   23   22  4.452662 0.814150 SUCCESS 142
111110110   27   32   15   23   22   20   33   29 11.655003 0.167273 SUCCESS 143
111111000   24   24   23   25   21   18   34   24  6.247952 0.619479 SUCCESS 144
111111010   26   22   25   20   33   21   24   23  4.900823 0.768122 SUCCESS 145
111111100   24   24   25   26   16   26   32   24  5.689241 0.681996 SUCCESS 146
111111110   19   32   21   21   25   25   32   19  8.374893 0.397732 SUCCESS 147

		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 24.398438	M = 12500	N = 8	m = 9	n = 100000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001   16   27   31   26   21   27   36   19 12.943215 0.113818 SUCCESS   0
000000011   17   19   28   27   20   26   33   22  8.696615 0.368532 SUCCESS   1
000000101   21   22   22   27   28   24   17   21  4.628087 0.796486 SUCCESS   2
000000111   15   27   29   26   15   27   25   19 10.313831 0.243686 SUCCESS   3
000001001   22   36   23   22   25   23   26   15 10.221816 0.249801 SUCCESS   4
000001011   26   23   20   23   26   24   24   32  3.664244 0.886076 SUCCESS   5
000001101   21   20   18   36   21   35   19   30 16.560935 0.035020 SUCCESS   6
000001111   22   22   19   20   22   28   21   21  4.313647 0.827775 SUCCESS   7
000010001   29   26   27   22    9   29   22   23 12.805523 0.118718 SUCCESS   8
000010011   18   27   32   16   24   19   25   17 11.033403 0.199814 SUCCESS   9
000010101   24   20   24   20   23   26   21   27  2.620302 0.955885 SUCCESS  10
000010111   21   25   20   19   24   24   15   27  6.601449 0.580178 SUCCESS  11
000011001   34   21   25   23   19   22   23   18  7.789040 0.454344 SUCCESS  12
000011011   24   20   22   21   22   31   25   29  4.561889 0.803210 SUCCESS  13
000011101   40   22   26   22   20   19   19   19 15.432259 0.051266 SUCCESS  14
000011111   15   24   31   24   23   29   26   27  6.977453 0.539067 SUCCESS  15
000100011   24   21   24   17   20   27   23   24  4.017742 0.855519 SUCCESS  16
000100101   18   26   17   26   31   21   30   27  8.222637 0.412030 SUCCESS  17
000100111   18   20   27   22   18   21   25   15  9.066000 0.336759 SUCCESS  18
000101001   24   22   23   36   23   23   27   24  6.494870 0.591977 SUCCESS  19
000101011   20   25   25   29   21   32   26   29  5.690565 0.681848 SUCCESS  20
000101101   29   29   34   20   23   36   30   36 19.336616 0.013159 SUCCESS  21
000101111   21   23   19   19   31   23   18   29  7.602362 0.473243 SUCCESS  22
000110011   28   33   24   19   25   28   21   20  6.799381 0.558425 SUCCESS  23
000110101   22   20   20   31   26   26   14   23  8.610557 0.376206 SUCCESS  24
000110111   20   19   16   17   17   29   23   24 10.667329 0.221270 SUCCESS  25
000111001   25   21   25   25   29   18   24   22  3.417326 0.905510 SUCCESS  26
000111011   28   19   26   25   19   26   21   16  6.729211 0.566111 SUCCESS  27
000111101   22   28   13   23   25   24   24   23  6.492222 0.592271 SUCCESS  28
000111111   26   19   29   19   22   22   29   29  5.756763 0.674457 SUCCESS  29
001000011   28   29   33   26   31   20   20   23  8.258384 0.408646 SUCCESS  30
001000101   25   27   19   21   25   23   23   24  2.213847 0.973744 SUCCESS  31
001000111   21   20   31   17   23   22   33   31 10.781851 0.214369 SUCCESS  32
001001011   19   26   24   28   37   31   23   30 11.886033 0.156362 SUCCESS  33
001001101   27   25   22   25   27   17   21   22  3.899909 0.866039 SUCCESS  34
001001111   21   23   28   22   23   26   29   15  6.196317 0.625252 SUCCESS  35
001010011   31   20   27   33   21   19   28   20  9.180522 0.327297 SUCCESS  36
001010101   22   28   28   27   31   23   27   28  4.395070 0.819837 SUCCESS  37
001010111   27   27   23   33   33   31   33   28 12.455998 0.131988 SUCCESS  38
001011011   20   33   32   24   24   27   24   26  6.817916 0.556400 SUCCESS  39
001011101   30   33   28   21   28   22   14   34 14.782857 0.063508 SUCCESS  40
001011111   26   24   24   23   27   18   21   23  2.798375 0.946366 SUCCESS  41
001100101   30   21   30   23   23   19   25   34  8.469556 0.388996 SUCCESS  42
001100111   28   23   31   21   29   26   22   23  4.300407 0.829054 SUCCESS  43
001101011   20   25   19   35   23   24   24   22  7.171413 0.518257 SUCCESS  44
001101101   29   22   23   25   20   27   26   18  4.188532 0.839725 SUCCESS  45
001101111   22   24   18   23   26   23   20   24  3.085674 0.928866 SUCCESS  46
001110101   29   22   18   31   27   22   27   27  5.825608 0.666759 SUCCESS  47
001110111   20   14   21   29   19   22   24   17 10.591201 0.225955 SUCCESS  48
001111011   26   25   22   21   21   22   24   25  1.612107 0.990686 SUCCESS  49
001111101   22   24   30   18   16   24   26   28  6.967524 0.540141 SUCCESS  50
001111111   22   15   33   27   23   29   31   20 11.053263 0.198699 SUCCESS  51
010000011   28   18   16   21   21   23   16   26  9.430750 0.307271 SUCCESS  52
010000111   26   30   27   26   28   25   25   29  3.310747 0.913371 SUCCESS  53
010001011   24   26   21   21   28   28   22   25  2.452159 0.963924 SUCCESS  54
010001111   26   24   30   20   27   24   21   23  3.130027 0.925934 SUCCESS  55
010010011   29   26   26   29   20   25   25   30  4.191180 0.839476 SUCCESS  56
010010111   23   25   20   24   29   26   23   32  4.461268 0.813295 SUCCESS  57
010011011   30   27   24   23   32   24   24   27  4.453986 0.814019 SUCCESS  58
010011111   25   19   28   21   23   27   28   19  4.442733 0.815135 SUCCESS  59
010100011   26   29   22   18   24   19   24   21  4.721426 0.786893 SUCCESS  60
010100111   24   23   30   31   19   16   27   24  7.781759 0.455074 SUCCESS  61
010101011   24   31   25   24   33   23   25   22  5.351631 0.719417 SUCCESS  62
010101111   22   21   24   30   31   30   34   25  9.165958 0.328490 SUCCESS  63
010110011   29   35   23   19   26   16   21   27 10.849373 0.210381 SUCCESS  64
010110111   16   26   26   27   21   23   23   24  4.154109 0.842958 SUCCESS  65
010111011   26   21   22   22   29   15   22   38 13.806437 0.086952 SUCCESS  66
010111111   20   19   27   27   30   28   24   24  4.520184 0.807410 SUCCESS  67
011000111   19   20   17   25   33   22   25   25  7.797646 0.453482 SUCCESS  68
011001111   23   24   31   25   27   17   25   25  4.587706 0.800596 SUCCESS  69
011010111   25   26   22   28   20   26   33   24  4.986880 0.758977 SUCCESS  70
011011111   22   24   26   23   20   20   23   17  4.483113 0.811120 SUCCESS  71
011101111   20   23   21   27   26   18   19   19  5.991103 0.648228 SUCCESS  72
011111111   15   22   31   22   26   28   30   21  8.552965 0.381397 SUCCESS  73
100000000   16   27   31   26   21   27   36   19 12.943215 0.113818 SUCCESS  74
100010000   22   33   27   22   20   26   24   23  4.926640 0.765387 SUCCESS  75
100100000   20   24   32   28   30   29   23   16  9.121606 0.332142 SUCCESS  76
100101000   18   20   18   29   20   14   22   16 13.818352 0.086625 SUCCESS  77
100110000   26   24   29   22   29   26   21   22  2.994983 0.934672 SUCCESS  78
100111000   23   19   26   25   20   23   26   23  2.535569 0.960052 SUCCESS  79
101000000   20   28   25   23   18   30   22   20  5.594577 0.692541 SUCCESS  80
101000100   13   32   24   22   28   27   24   24  9.052760 0.337865 SUCCESS  81
101001000   20   30   32   21   22   17   20   25  8.484119 0.387662 SUCCESS  82
101001100   26   22   25   24   28   24   31   31  4.623453 0.796959 SUCCESS  83
101010000   23   15   23   17   23   19   25   27  7.846633 0.448593 SUCCESS  84
101010100   24   25   26   20   23   31   30   27  4.495691 0.809864 SUCCESS  85
101011000   24   27   22   41   26   19   21   32 16.494737 0.035822 SUCCESS  86
101011100   29   30   16   28   32   21   22   30 10.274775 0.246268 SUCCESS  87
101100000   32   31   24   26   20   18   23   25  7.062187 0.529938 SUCCESS  88
101100100   25   22   27   28   31   24   18   24  4.689651 0.790173 SUCCESS  89
101101000   26   24   23   26   20   25   33   26  4.385140 0.820811 SUCCESS  90
101101100   23   25   25   24   26   28   23   22  1.105030 0.997494 SUCCESS  91
101110000   20   23   20   21   24   31   26   20  4.992838 0.758341 SUCCESS  92
101110100   24   37   24   20   30   34   23   27 13.165640 0.106276 SUCCESS  93
101111000   28   26   24   25   25   24   21   18  2.926137 0.938907 SUCCESS  94
101111100   21   22   31   29   18   21   26   19  7.043651 0.531930 SUCCESS  95
110000000   20   30   21   25   28   33   35   19 12.334194 0.136904 SUCCESS  96
110000010   27   24   22   25   20   18   23   20  4.009136 0.856298 SUCCESS  97
110000100   22   18   26   24   18   26   17   15  9.998067 0.265162 SUCCESS  98
110001000   26   23   23   16   31   28   23   23  5.824284 0.666907 SUCCESS  99
110001010   22   25   28   38   24   27   27   28  9.776304 0.281079 SUCCESS 100
110010000   31   27   31   24   31   24   26   18  7.682462 0.465086 SUCCESS 101
110010010   16   14   26   25   24   28   23   22  8.576134 0.379303 SUCCESS 102
110010100   22   21   23   27   22   21   27   18  3.856880 0.869800 SUCCESS 103
110011000   23   20   23   19   23   32   21   25  5.255644 0.729936 SUCCESS 104
